Article,Articles référencés
9508053,"['9402005', '9402044', '9402077', '9408099', '9410138', '9412195', '9503186', '9506019', '9506077', '9506084', '9507013', '9508002']"
9508054,"['9205102', '9206098', '9210010', '9303006', '9303064', '9307015', '9309095', '9310061', '9312093', '9403036', '9405146', '9411184', '9502101', '9505056']"
9508056,"['9207016', '9305185', '9401139', '9402002', '9407111', '9410167', '9501030', '9503124', '9504027', '9504047']"
9508057,['9404123']
9508058,"['9201007', '9204031', '9207016', '9207053', '9209125', '9212020', '9401139', '9402002', '9406009', '9406105', '9408083', '9409119', '9410046', '9410167', '9411187', '9501030', '9501068', '9502099', '9502119', '9503029', '9503082', '9503124', '9504027', '9504047', '9504090', '9505045', '9505073', '9506057', '9506106', '9506113', '9506126', '9507012', '9507022', '9507090', '9507160']"
9508059,"['9204017', '9303149', '9502101']"
9508060,"['9303006', '9303149', '9502101']"
9508061,"['9212157', '9305130', '9309059', '9405029', '9410180', '9506153']"
9508062,"['9203039', '9312108', '9401167', '9403197']"
9508064,"['9207053', '9209016', '9209125', '9211084', '9303057', '9304154', '9305185', '9402002', '9402032', '9406128', '9407087', '9407111', '9408074', '9408083', '9408099', '9410167', '9501030', '9501068', '9502057', '9503057', '9503124', '9504006', '9504027', '9504034', '9504047', '9505053', '9505054', '9505073', '9505105', '9505162', '9505187', '9506048', '9506110', '9506112', '9506150', '9506160', '9506194', '9507027', '9507050', '9507115', '9507121', '9507168']"
9508067,"['9310153', '9406068', '9406103', '9411210']"
9508068,"['9205051', '9211056', '9212030', '9305083', '9309075', '9311185', '9312172', '9402006', '9403192', '9408098', '9410215', '9411099', '9411198', '9502038', '9503030', '9505052', '9505194', '9506071', '9507143', '9508078']"
9508070,['9301034']
9508071,"['9406132', '9408013', '9409089', '9411149', '9501053', '9502069', '9503114', '9503179', '9504090', '9505062', '9505105', '9505162', '9507050', '9507168']"
9508072,"['9302109', '9307049', '9502072', '9506106', '9506113', '9507022', '9507160']"
9508073,"['9205068', '9409096', '9410206', '9501131', '9505046', '9508033']"
9508075,"['9303145', '9407182', '9411238', '9502066', '9503101', '9505049']"
9508076,"['9308136', '9405054']"
9508078,"['9209032', '9210076', '9210121', '9303016', '9304102', '9306048', '9311185', '9402073', '9411099', '9411198', '9501020', '9502038', '9503030', '9506048', '9506071', '9508068']"
9508079,"['9211102', '9301018', '9301046', '9303013', '9305024', '9305114', '9312043', '9403073', '9404116', '9406020', '9408086', '9408136', '9410033', '9411009', '9412030', '9412054', '9412108', '9412154', '9412199', '9501088', '9501134', '9502118', '9504052', '9505083', '9507072', '9508050']"
9508080,"['9206047', '9306002', '9409025', '9503227', '9506074', '9507070', '9507118']"
9508082,"['9502015', '9503023', '9505157', '9506042', '9506204', '9507096']"
9508084,"['9207080', '9207102', '9208058', '9210010', '9210037', '9304125', '9311067', '9311070', '9312045', '9408035', '9409016', '9410203', '9503217']"
9508086,['9402155']
9508087,['9406151']
9508088,"['9502015', '9503023', '9505157', '9506042', '9506204', '9507096']"
9508089,"['9402032', '9407087', '9408074', '9408099', '9411102']"
9508090,"['9201061', '9201074', '9203042', '9203052', '9204090', '9205089', '9206070', '9209012', '9209113', '9305165', '9306140', '9405162', '9407008']"
9508091,"['9208078', '9210119', '9302109', '9306052', '9402002', '9410167', '9412184', '9501030', '9504027', '9504047', '9504081', '9506057', '9506065', '9506160', '9506194', '9507048', '9508058', '9508064']"
9508092,"['9207053', '9309039', '9401139', '9410142', '9410237', '9411195', '9507112']"
9508093,['9210163']
9508094,"['9205027', '9207053', '9303057', '9303106', '9305142', '9305185', '9306052', '9311120', '9402002', '9404151', '9406105', '9406198', '9407111', '9408083', '9410073', '9410167', '9411187', '9412184', '9412200', '9501030', '9503124', '9504027', '9504047', '9504081', '9504095', '9506057', '9506126', '9507090', '9508056']"
9508095,"['9210021', '9302033', '9308154', '9401139', '9403155', '9406206', '9409011', '9411149', '9503045', '9507036', '9507040']"
9508096,"['9305185', '9407025', '9409111', '9410167', '9502107', '9503124', '9504027', '9504047', '9505053', '9505105', '9505162', '9506101', '9506160', '9506194', '9507027', '9507050', '9507168']"
9508097,"['9212145', '9506189']"
9508098,"['9206042', '9310178', '9312066']"
9508099,"['9304141', '9306002', '9309142', '9311165', '9402144', '9409076', '9503227']"
9508100,"['9211059', '9302049', '9406101', '9407190', '9411101', '9412179', '9503099', '9503232']"
9508102,['9411109']
9508103,"['9202053', '9401115', '9402015', '9410053']"
9508104,"['9208070', '9303048', '9401070', '9401072', '9401125', '9401159', '9402004', '9406210', '9407064', '9408066', '9408089', '9409158', '9412211', '9506142', '9507139']"
9508105,"['9302033', '9309039', '9403155', '9407186', '9501029']"
9508106,"['9410180', '9506153', '9508061']"
9508107,"['9201014', '9301042', '9309097', '9401029', '9403054', '9404184', '9406178', '9407087', '9408099', '9409110', '9411149', '9412117', '9412236']"
9508108,"['9201059', '9410078']"
9508109,"['9211102', '9301046', '9406020', '9410147', '9501028', '9501029', '9504074']"
9508110,"['9204102', '9209085', '9301046', '9408086', '9412154', '9507072', '9508079']"
9508111,"['9310083', '9312101', '9312103', '9312133', '9409068']"
9508112,"['9312200', '9406109']"
9508113,"['9308045', '9402096', '9407188', '9408148', '9505146']"
9508114,['9209106']
9508115,"['9404192', '9405008']"
9508117,"['9305068', '9401133', '9402002', '9402032', '9407087', '9408099']"
9508118,"['9212126', '9301059', '9406068', '9506079']"
9508120,['9405152']
9508121,"['9210003', '9405152']"
9508122,['9405152']
9508123,['9405152']
9508124,"['9205008', '9305068', '9401133', '9402032', '9407087', '9408074', '9408099', '9408155']"
9508125,"['9201056', '9207067', '9209011', '9209037', '9211040']"
9508126,"['9210010', '9304115', '9306019', '9306025', '9306026']"
9508127,"['9301059', '9406068', '9501145']"
9508128,"['9206069', '9210065', '9306122']"
9508129,"['9203080', '9207042']"
9508130,"['9306002', '9306028', '9409076']"
9508131,['9502125']
9508132,"['9204046', '9207016', '9207053', '9209023', '9210121', '9304154', '9305069', '9305142', '9305185', '9406009', '9406067', '9406093', '9409021', '9410167', '9410230', '9411187', '9501030', '9503022', '9503124', '9504027', '9504090', '9505053', '9506057', '9506126', '9506194', '9508064']"
9508135,"['9206084', '9302003', '9404128', '9410152', '9411015', '9503040']"
9508136,"['9202025', '9309055', '9408027', '9502125']"
9508137,['9406130']
9508138,['9406152']
9508139,"['9409043', '9505068']"
9508140,"['9407087', '9408074', '9408099', '9503012', '9507135']"
9508141,"['9202011', '9211097', '9308147', '9402084', '9409141', '9409142']"
9508142,"['9306161', '9310085', '9312102', '9503232']"
9508143,"['9401139', '9402002', '9410167', '9410237', '9501068', '9503124', '9503127', '9504047', '9504081', '9504090', '9506160', '9506194', '9507048', '9507158', '9508091']"
9508144,"['9404151', '9410167', '9501030', '9503124', '9504027', '9504047', '9505054', '9505162', '9506048', '9507012', '9507027', '9507050', '9507121', '9507168', '9508064']"
9508145,"['9303013', '9404050', '9406020']"
9508146,['9411080']
9508147,"['9208007', '9210024', '9212141', '9302090']"
9508148,"['9306161', '9308116', '9409152']"
9508149,"['9409173', '9412156']"
9508150,"['9304154', '9406152', '9412184']"
9508151,"['9206055', '9209058', '9211030', '9302080', '9304128', '9306069', '9307168', '9308100', '9308139', '9412159', '9501106', '9506138', '9507094']"
9508152,"['9212155', '9308124', '9312059', '9401091', '9404098', '9405110', '9411163', '9502073', '9504070']"
9508153,"['9407087', '9408099', '9408155']"
9508154,"['9401139', '9402002', '9404151', '9408083', '9410167', '9501030', '9501068', '9503124', '9504081', '9504145', '9505025', '9505054', '9505105', '9505162', '9506048', '9506150', '9507027', '9507050', '9507168', '9508046', '9508064', '9508094', '9508143', '9508144']"
9508155,"['9304135', '9308083', '9308122', '9309140', '9406055', '9407087', '9408036', '9410167', '9411048', '9411057', '9412209', '9501030', '9501068', '9502072', '9503124', '9503163', '9504006', '9504027', '9504034', '9504090', '9504145', '9505023', '9505053', '9505062', '9505073', '9505105', '9505150', '9505162', '9506024', '9506075', '9506077', '9506084', '9506102', '9506110', '9506112', '9506150', '9506160', '9506194', '9507027', '9507050', '9507113', '9507115', '9507121', '9507151', '9507153', '9507158', '9507168', '9508044', '9508064', '9508071', '9508096', '9508143', '9508144']"
9508156,"['9205008', '9305068', '9402032', '9407087', '9408099', '9506052']"
9508157,['9305172']
9508159,"['9302033', '9401139', '9406206', '9408074', '9501022', '9501096', '9505186', '9506011', '9506137', '9508081', '9508089']"
9508162,"['9204083', '9211121', '9306080', '9403195', '9407087', '9408074', '9408099', '9411102', '9411205', '9411210', '9503201', '9505186', '9507140']"
9508163,"['9407087', '9408036', '9408099', '9411048', '9411057', '9505075', '9505100', '9505150']"
9508165,"['9306098', '9308027', '9310185', '9406057', '9407160', '9408096', '9412174']"
9508167,"['9405035', '9503023', '9506079']"
9508169,['9308035']
9508173,"['9204012', '9403058', '9407087', '9410205', '9503170']"
9508174,"['9205088', '9210091', '9210115', '9211096', '9301097', '9303136', '9305181', '9306147', '9309011', '9409137', '9502031', '9505009', '9507026']"
9508175,"['9307066', '9406015', '9501069']"
9508176,"['9202026', '9207039', '9301113', '9311117', '9312055', '9409142']"
9508177,"['9302109', '9402002', '9410073', '9410167', '9501030', '9501068', '9503124', '9503127', '9508091']"
9508178,"['9205068', '9205094']"
9508179,"['9207114', '9401105', '9403173']"
9509001,"['9201001', '9201011', '9201013', '9201033', '9202006', '9203009', '9203043', '9302014', '9312004']"
9509002,"['9404046', '9408141', '9410016', '9501092', '9508003']"
9509003,['9406039']
9509004,"['9304083', '9402044', '9409122', '9409170', '9503104']"
9509005,"['9208059', '9309055', '9411177', '9502075', '9505077']"
9509006,"['9308066', '9410056']"
9509007,"['9201067', '9203076', '9405030', '9412213', '9501136', '9504085', '9506169']"
9509009,"['9212045', '9308083', '9308122', '9401139', '9407087', '9410167', '9411234', '9502072', '9503124', '9504006', '9504034', '9504090', '9505105', '9505162', '9506110', '9506112', '9507113', '9507115', '9508155']"
9509010,"['9402029', '9504079']"
9509012,"['9204065', '9306147', '9310080', '9312206', '9401161', '9407087', '9408099', '9411149', '9412171', '9412228']"
9509013,"['9308154', '9310112', '9310202', '9311010', '9311012', '9311081', '9311093', '9312182', '9401139', '9402031', '9402120', '9403041', '9403155', '9403191', '9404063', '9404114', '9406136', '9409011', '9505129']"
9509014,"['9405002', '9412196', '9502144']"
9509015,"['9308002', '9501089']"
9509017,"['9203071', '9204030', '9205068', '9212045', '9303017', '9304055', '9304102', '9307158', '9307171', '9309064', '9311185', '9402005', '9402073', '9404092', '9405024', '9410056', '9410212', '9411099', '9411198', '9412071', '9501020', '9502038', '9502144', '9504006', '9504034', '9504129', '9505018', '9505046', '9508078']"
9509018,['9504133']
9509019,"['9201048', '9207016', '9209003', '9309039', '9402128', '9403155', '9405057', '9405141', '9411164']"
9509020,"['9204056', '9210011', '9212009', '9307111', '9308115', '9309044', '9311015', '9403038', '9405176', '9407123', '9409019']"
9509021,"['9210163', '9301042', '9409043', '9412222', '9508107', '9508139']"
9509022,"['9310138', '9401063', '9402041', '9409116', '9501145', '9504125', '9505165']"
9509024,"['9307048', '9405087', '9406196']"
9509025,"['9201005', '9201071', '9204052', '9206071', '9208064', '9209112', '9211090', '9211135', '9302048', '9309094', '9309115', '9311047', '9312189', '9401030', '9402156', '9409168', '9410034', '9411028', '9504091']"
9509026,"['9304011', '9308125', '9403013', '9403141', '9409088', '9506136']"
9509027,"['9212009', '9307111', '9311015', '9403038', '9405176', '9409019', '9412104', '9505126', '9509020']"
9509028,"['9306132', '9412136']"
9509029,['9303038']
9509033,"['9202014', '9305111']"
9509034,"['9210069', '9304114', '9305014', '9402098', '9407193', '9501092', '9508003', '9509002']"
9509035,"['9301122', '9304057', '9305148', '9306054', '9306147', '9307126', '9310123', '9405109', '9407061', '9410162', '9410190', '9412228', '9502087', '9503022', '9504036', '9504037', '9505173', '9510195']"
9509036,"['9210011', '9212009', '9307111', '9308115', '9309044', '9311015', '9403038', '9405176', '9409019', '9412113', '9509020', '9509027']"
9509037,"['9311189', '9412229']"
9509039,"['9309137', '9310060', '9408135', '9506167']"
9509042,"['9302103', '9308083', '9309140', '9501030', '9503124', '9504006', '9505105', '9505162', '9506110', '9506112', '9507115', '9508155', '9509009']"
9509043,"['9209032', '9303016', '9304102', '9306048', '9311185', '9411099', '9411198', '9501020', '9503030', '9506071', '9508068', '9508078']"
9509044,"['9210010', '9211109', '9302006']"
9509045,"['9204067', '9404072']"
9509046,"['9305004', '9410064']"
9509047,"['9206106', '9208047', '9302136', '9304007', '9305148', '9307169', '9310123', '9310179', '9312087', '9405064', '9405109', '9405133', '9407061', '9502033', '9505173']"
9509048,"['9206106', '9302136', '9307169', '9405109', '9405194']"
9509049,"['9210062', '9301042', '9304045', '9308005', '9309097', '9404186', '9409110', '9504090', '9504145']"
9509050,"['9206016', '9210031', '9305066', '9305142', '9305185', '9307042', '9404140', '9405124', '9406067', '9406208', '9409021', '9410008', '9412184', '9503072', '9504027', '9504047', '9506071', '9506160', '9506194', '9508143']"
9509051,['9411234']
9509052,"['9201059', '9207053', '9302109', '9304154', '9305185', '9311008', '9406189', '9407087', '9408099', '9411235', '9502069', '9503127', '9503182', '9505096', '9506077', '9506081', '9506109']"
9509053,"['9501052', '9501097', '9505160']"
9509054,"['9308066', '9410056']"
9509055,"['9312175', '9504017']"
9509056,"['9306002', '9503227', '9506157']"
9509057,['9307099']
9509058,"['9306009', '9308142', '9401009', '9506179']"
9509059,"['9308142', '9401009', '9506179']"
9509060,['9507079']
9509061,"['9207004', '9211040', '9212113', '9301083', '9305039', '9406131']"
9509062,"['9201020', '9203051', '9207050', '9210133', '9403196', '9404089']"
9509063,['9403034']
9509064,"['9201021', '9205015', '9206044', '9208015', '9208032', '9303006', '9304041', '9304091', '9304131', '9308034', '9311079', '9405059', '9501121']"
9509065,"['9201021', '9206081', '9208015', '9303123', '9304091', '9308074', '9311181', '9405072', '9406127']"
9509066,"['9402005', '9402032', '9402044', '9403198', '9407087', '9407106', '9408074', '9408099', '9408155', '9411048', '9411057', '9411149', '9412158', '9502013', '9503086', '9503115', '9503121', '9503163', '9503179', '9504080', '9504102', '9504113', '9505004', '9505006', '9505051', '9505062', '9505067', '9505075', '9505088', '9505100', '9506077', '9506084', '9506098', '9506139', '9506148', '9506196', '9507018', '9507169']"
9509067,['9503030']
9509069,"['9308076', '9502109', '9502152', '9503195', '9503215', '9504011']"
9509070,"['9205027', '9205081', '9305142', '9311120', '9312058', '9404151', '9405117', '9406105', '9407087', '9408099', '9409060', '9410167', '9412184', '9501030', '9501068', '9503124', '9504027', '9504047', '9504090', '9504095', '9504147', '9505053', '9505073', '9506160', '9506194', '9506200', '9507048', '9507158', '9508045', '9509050']"
9509071,"['9208027', '9303067', '9306002', '9406125', '9503227', '9508099']"
9509072,"['9206031', '9209065', '9210010', '9406005', '9406203', '9411168', '9503042', '9503118']"
9509073,"['9309035', '9407087', '9408099']"
9509074,"['9203033', '9204079', '9211021', '9308023', '9403179', '9406216', '9506027']"
9509075,"['9406047', '9501026', '9503132', '9509079']"
9509076,"['9306052', '9310112', '9310174', '9403186', '9407099', '9408040', '9409021', '9409060', '9412184']"
9509077,"['9406047', '9509079']"
9509080,"['0208020', '9210127', '9311183', '9503030', '9503207', '9506014']"
9509086,"['9304067', '9407087', '9410134']"
9509087,"['9302133', '9307045', '9312047', '9312118', '9401096', '9406207', '9407058', '9411232', '9501135']"
9509088,"['9207102', '9211109', '9312049', '9404037', '9410114']"
9509089,['9410007']
9509090,"['9311120', '9405117', '9406105', '9406210', '9411128', '9411187', '9504147']"
9509093,"['9211015', '9407118', '9410103', '9504147']"
9509094,"['9408019', '9506088']"
9509095,"['9209076', '9210021', '9302033', '9303038', '9308112', '9308154', '9309039', '9401006', '9401139', '9402031', '9403155', '9406082', '9406206', '9409011', '9411003', '9502122', '9503226', '9507014', '9509049']"
9509096,"['9206096', '9209006', '9305005', '9407038', '9407112', '9407117', '9408104', '9409016', '9501018', '9503211']"
9509097,"['9208027', '9210065', '9303143', '9304053', '9306119', '9409023', '9505134', '9508062']"
9509098,"['9407008', '9506006']"
9509099,"['9203074', '9207042', '9209120', '9306163', '9501061']"
9509100,['9507174']
9509101,"['9202014', '9203083', '9310174', '9312172', '9410073', '9507143']"
9509102,"['9205027', '9207016', '9212030', '9401025', '9402002', '9406105', '9408040', '9409119', '9411187', '9412162', '9506106', '9506113', '9506200', '9507022', '9508058', '9509050']"
9509103,"['9211107', '9212075', '9306135', '9309106', '9312002', '9409043', '9502094', '9505068', '9508139']"
9509104,"['9302096', '9303103', '9311007', '9311019', '9401081', '9405007', '9501071', '9502074']"
9509105,"['9210010', '9210122', '9309093', '9407055', '9411134', '9506135']"
9509106,"['9205081', '9207053', '9209016', '9211056', '9304154', '9305069', '9305142', '9305185', '9306052', '9308122', '9311120', '9401139', '9402032', '9404151', '9406105', '9406198', '9407087', '9407111', '9408074', '9408099', '9410167', '9411102', '9411149', '9411187', '9412184', '9412200', '9501030', '9501068', '9502057', '9503124', '9503228', '9504027', '9504047', '9504090', '9504095', '9504145', '9505025', '9505053', '9505105', '9505162', '9506057', '9506077', '9506106', '9506110', '9506112', '9506124', '9506126', '9506144', '9506150', '9506160', '9507022', '9507027', '9507050', '9507115', '9507121', '9507158', '9507168', '9508045', '9508056', '9508094', '9508117', '9508124', '9508132', '9508143', '9508144', '9508154', '9508156']"
9509108,"['9201029', '9203083', '9204046', '9205027', '9205051', '9205081', '9207016', '9211056', '9309145', '9311120', '9405117', '9406059', '9406105', '9409021', '9411187', '9412162', '9502119', '9503082', '9504028', '9504147', '9505045', '9506106', '9506200', '9507022', '9507090', '9507160', '9509090']"
9509109,['9508101']
9509110,"['9504105', '9507136']"
9509111,"['9212003', '9308007', '9501004', '9502082', '9507023']"
9509112,"['9205069', '9205089', '9206020', '9206070', '9207034', '9207095', '9209012', '9210017', '9301119', '9302132', '9302144', '9304128', '9310025', '9405162', '9502114', '9504019']"
9509113,"['9202056', '9204074', '9212005', '9310005', '9410195', '9411141']"
9509114,"['9502008', '9505070']"
9509115,"['9310151', '9503030']"
9509116,['9409134']
9509118,"['9308139', '9310026', '9409089', '9502107', '9503124', '9506101', '9507121']"
9509119,"['9201005', '9201026', '9201056', '9202021', '9203044', '9206063', '9207067', '9209011', '9209034', '9209037', '9209111', '9210010', '9211040', '9211072', '9211108', '9211113', '9212072', '9302027', '9302060', '9302086', '9302110', '9303160', '9303164', '9309041', '9309125', '9311137', '9312016', '9312185', '9403183', '9411221', '9508020', '9508125']"
9509120,"['9310122', '9402038', '9408167', '9412062', '9505017', '9506087']"
9509121,"['9201056', '9205088', '9207067', '9209011', '9210010', '9211072', '9212072', '9302086', '9303164', '9311137', '9509119']"
9509122,['9401088']
9509123,"['9209076', '9210015', '9210021', '9302033', '9303038', '9308112', '9308154', '9309039', '9311062', '9401006', '9401139', '9402031', '9402120', '9403155', '9405110', '9406082', '9406206', '9409011', '9411003', '9411163', '9502122', '9503226', '9505012', '9507014', '9509013', '9509095']"
9509124,"['9201001', '9203030', '9204036', '9206003', '9208042', '9208044', '9208053', '9302014', '9409108', '9502014', '9506022']"
9509125,['9210010']
9509126,"['9201056', '9207067', '9209011', '9210010', '9211040', '9211072', '9302086', '9303164', '9311137', '9412072', '9509119']"
9509127,"['9211021', '9309023', '9404092', '9404191', '9412074', '9501066', '9506140', '9507017']"
9509128,['9411066']
9509129,"['9411061', '9411129', '9503206']"
9509130,"['9402044', '9403198', '9407087', '9407106', '9408013', '9408099', '9408155', '9411048', '9411149', '9503086', '9503121', '9503179', '9504080', '9505004', '9505062', '9505075', '9505100', '9506084']"
9509132,"['9207053', '9209016', '9209125', '9301083', '9302103', '9303057', '9304011', '9304154', '9305185', '9307121', '9309140', '9402002', '9407087', '9408083', '9409089', '9410167', '9411048', '9411057', '9411178', '9501030', '9501068', '9503057', '9503124', '9503127', '9503163', '9504027', '9504047', '9504090', '9504145', '9505023', '9505053', '9505073', '9505105', '9505162', '9506077', '9506110', '9506112', '9506122', '9506150', '9506160', '9506194', '9507012', '9507027', '9507050', '9507115', '9507121', '9507158', '9507168', '9508064', '9508155', '9509009']"
9509133,"['9207114', '9303145', '9401105', '9407022', '9407078', '9407182', '9504066', '9504130', '9505049']"
9509134,"['9201056', '9207067', '9209011', '9209034', '9210010', '9211040', '9211072', '9212072', '9302086', '9302110', '9303164', '9311137', '9509119']"
9509135,"['9303080', '9307178', '9312161', '9402057', '9402129', '9404146', '9504001']"
9509136,"['9207065', '9207082', '9209049', '9307111', '9309128', '9311015', '9402092', '9502102', '9504150']"
9509137,['9501087']
9509138,"['9309123', '9404107']"
9509139,"['9310044', '9401001']"
9509140,"['9307010', '9907085', '9912210']"
9509141,"['9506035', '9509050']"
9509142,"['9210114', '9408073']"
9509143,"['9212009', '9307146', '9309128', '9401153', '9402066', '9402092', '9403038', '9405176', '9409019', '9412113', '9504026', '9504150', '9505027', '9509027']"
9509145,"['9207016', '9306052', '9401139', '9402002', '9410167', '9501068', '9503124', '9504081', '9504095', '9506057', '9506156', '9506160', '9506194', '9507048', '9508064', '9508091', '9508143', '9508154', '9508177', '9509050']"
9509146,"['9302103', '9308083', '9308122', '9311014', '9412209', '9501030', '9503124', '9504006', '9505105', '9505162', '9506110', '9506112', '9507115', '9507151', '9507153', '9508155', '9509009', '9509042']"
9509147,['9509142']
9509148,"['9305142', '9401139', '9402002', '9410167', '9410237', '9501068', '9503124', '9503127', '9504027', '9504047', '9504081', '9504090', '9506156', '9506160', '9506194', '9507048', '9507158', '9508143', '9508154']"
9509149,"['9206078', '9212026', '9212029', '9301042', '9301043', '9303074', '9305066', '9305083', '9309097', '9309152', '9403186', '9403192', '9410167', '9412074', '9412131', '9501030', '9501071', '9503124']"
9509151,"['9303047', '9304060', '9305090', '9305095', '9310144', '9403195', '9404009', '9408074', '9503036', '9503099', '9503145', '9505186', '9506011']"
9509153,"['9209054', '9212007', '9306002', '9310188', '9401006', '9404108', '9501098', '9501105', '9503083']"
9509154,['9412052']
9509156,['9504100']
9509158,"['9208059', '9312147', '9504097']"
9509159,"['9306132', '9412136', '9509028']"
9509160,"['9204035', '9304154', '9305185', '9402002', '9407087', '9408036', '9408099', '9410167', '9411048', '9501030', '9502072', '9503124', '9504006', '9504090', '9504145', '9505023', '9505105', '9505162', '9506075', '9506110', '9506112', '9507048', '9507050', '9507113', '9507115', '9507121', '9507158', '9508001', '9508064', '9508155', '9509009', '9509106']"
9509161,"['9201003', '9205110', '9211097', '9304011', '9306153', '9407087', '9408099', '9411048', '9411057', '9504102', '9505035', '9505062', '9505075', '9505100', '9505162', '9507008', '9508155']"
9509162,"['9307115', '9407087', '9411048', '9411149']"
9509163,"['9312186', '9501142', '9502120', '9507150']"
9509164,"['9303044', '9306117', '9412064', '9503015']"
9509165,"['9402044', '9411149', '9503179', '9503186', '9507013']"
9509166,"['9207019', '9207031', '9207072', '9208069', '9302124', '9303119', '9303160', '9312097', '9404113', '9406203', '9407068', '9407074']"
9509168,"['9205015', '9701033']"
9509169,"['9205015', '9301002']"
9509170,"['9209042', '9301042', '9304026', '9305037', '9305083', '9305174', '9306157', '9307038', '9307040', '9309110', '9402027', '9402122', '9403054', '9403192', '9406090', '9409062', '9501111', '9502012', '9503027', '9503212', '9505164', '9506104']"
9509171,"['9202085', '9208027', '9211084', '9303067', '9303143', '9309116', '9311056', '9311092', '9311177', '9401139', '9404008', '9503014', '9504104']"
9509173,"['9211035', '9311113', '9401105', '9403173', '9407078', '9407182', '9411201', '9502066', '9502070', '9502100', '9503002', '9503194', '9504066', '9504067', '9504130']"
9509174,"['9210017', '9509142', '9509147']"
9509175,"['9407087', '9408099', '9411048', '9411057', '9412158', '9503163', '9503179', '9504102', '9505035', '9505062', '9505075', '9505100', '9507008', '9507032', '9509161', '9509162']"
9509176,"['9407087', '9408099', '9411048', '9411057', '9411149', '9412158', '9503115', '9503163', '9504102', '9505035', '9505062', '9505075', '9505100', '9507008', '9507032', '9509161', '9509162']"
9510001,"['9208058', '9210010', '9210037', '9302006', '9304125', '9306033', '9307190', '9409016', '9410203', '9503217', '9508084']"
9510002,"['9209086', '9411023']"
9510003,"['9211089', '9211090', '9302103', '9311097', '9312189', '9401030', '9406056', '9406096', '9410034', '9411047']"
9510005,"['9312150', '9406101', '9407190', '9503232', '9505183']"
9510007,"['9211007', '9212153', '9303048', '9401070', '9406210', '9409041', '9409185', '9502045', '9503016', '9503034', '9504031']"
9510008,"['9203065', '9306002', '9310058', '9409176', '9410042', '9506064']"
9510009,"['9202046', '9203071', '9204030', '9205094', '9212045', '9302103', '9303017', '9304055', '9307171', '9309140', '9310008', '9405024', '9406055', '9407049', '9410206', '9412196', '9412209', '9501020', '9502077', '9504129', '9505018', '9505046', '9506178', '9507051']"
9510010,"['9305145', '9311020', '9408138', '9412091']"
9510011,"['9207084', '9209044', '9401136', '9402046', '9409052']"
9510012,"['9205014', '9205056', '9206088', '9208026', '9301004', '9310079', '9403089', '9409064', '9501058']"
9510013,"['9209049', '9307111', '9311015', '9505069', '9509020', '9509036']"
9510014,"['9208062', '9209066', '9301102', '9306065', '9404140', '9406208', '9505070']"
9510015,"['9309160', '9410186']"
9510016,"['9211084', '9212085', '9403040', '9406179', '9407031', '9504108', '9506160', '9506194']"
9510017,"['0208020', '9403040', '9407031', '9410167', '9503124', '9504047', '9504090', '9504108', '9505053', '9507050']"
9510018,"['9402005', '9402044', '9403198', '9407106', '9505171', '9506084', '9508053', '9509066']"
9510020,"['9206036', '9503023', '9505157', '9506042', '9508082', '9508088']"
9510021,"['9205074', '9303112', '9409139', '9502125', '9508131', '9508136', '9509158']"
9510022,"['9201047', '9202046', '9203071', '9205009', '9304055', '9401139', '9402007', '9412079', '9501065', '9504006', '9504143', '9505171', '9506207']"
9510023,"['9302103', '9304135', '9401139', '9404095', '9407087', '9408036', '9410167', '9410237', '9501030', '9501068', '9503124', '9504027', '9504047', '9504090', '9504145', '9505053', '9505073', '9505105', '9506024', '9506075', '9508155']"
9510024,['9411092']
9510025,"['9311037', '9404173']"
9510026,"['9303103', '9506121']"
9510027,"['9211021', '9301042', '9301043', '9309023', '9401069', '9404092', '9404191', '9501066']"
9510028,"['9304102', '9310135', '9401139', '9402016', '9406206', '9408083', '9409111', '9410104', '9502065', '9503057', '9504148', '9507112']"
9510029,"['9206070', '9309075', '9401131', '9407008', '9503024', '9505021']"
9510030,"['9301103', '9301122', '9310080', '9312206', '9401161', '9403143', '9408028', '9412228', '9502140', '9509012']"
9510031,['9503184']
9510032,['9404013']
9510033,"['9301024', '9305078', '9404098', '9504084']"
9510034,"['9202002', '9210021', '9210121', '9301005', '9302033', '9304102', '9308018', '9309039', '9401003', '9401006', '9401139', '9402073', '9404092', '9404191', '9406206', '9410104', '9410230', '9502065', '9504148', '9507112']"
9510036,"['9309055', '9411177', '9502125', '9504097', '9508131', '9508136']"
9510037,['9306008']
9510038,"['9210098', '9304005', '9304023', '9402047', '9402048']"
9510039,"['9210098', '9304005', '9304023', '9402047', '9402048']"
9510040,"['9304031', '9306153', '9405140', '9411179', '9503181']"
9510041,"['9210121', '9301005', '9302033', '9304102', '9306048', '9309075', '9312172', '9402006', '9405117', '9410104', '9410230', '9411099', '9411187', '9411198', '9502038', '9502065', '9503030', '9505194', '9506071', '9507112', '9507143', '9508068', '9508078', '9509115', '9510034']"
9510043,"['9206045', '9303090', '9307154']"
9510045,"['9408099', '9411149', '9509066']"
9510047,"['9207040', '9402061', '9408135', '9409176', '9411085', '9412030', '9412128', '9412229', '9504074', '9505022']"
9510048,"['9305133', '9311017']"
9510049,"['9305133', '9311017']"
9510050,['9406091']
9510053,"['9405124', '9410073', '9410167', '9501068', '9503124', '9506126']"
